Client_ID,Company_Name,Industry,Region,Plan,Lead_Source,Account_Age_Months,Contract_Length_Months,Monthly_Usage_Score,Support_Tickets_Last30Days,Payment_Delay_Days,Monthly_Revenue_USD,Last_Renewal_Date,Churn_Probability,Risk_Category,Renewal_Status
CL02808,Nova Solutions,Manufacturing,West,Standard,Partner,19,12,55.2,5,18,2699.92,2025-09-28,0.331,Medium,Yes
CL02809,Omni Logistics,Retail,South,Standard,Outbound,26,12,53.1,8,14,2593.37,2025-11-30,0.421,High,Yes
CL02810,Quantum Industries,Logistics,North,Premium,Outbound,18,24,77.9,3,12,3348.17,2025-10-08,0.046,Low,Yes
CL02811,Pioneer Solutions,Manufacturing,South,Standard,Event,28,12,58.6,4,48,4151.16,2024-03-15,0.625,High,No
CL02812,Vertex Manufacturing,Logistics,North,Premium,Referral,53,12,71.9,8,24,5328.34,2025-07-26,0.161,Low,Yes
CL02813,Pioneer Labs,Logistics,North,Standard,Referral,20,6,55.4,7,14,2017.51,2024-11-23,0.369,High,No
CL02814,Pioneer Technologies,Manufacturing,South,Basic,Outbound,4,6,51.4,7,10,1287.91,2025-08-11,0.529,High,Yes
CL02815,Nova Labs,Finance,South,Basic,Inbound,8,6,35.2,12,10,1480.37,2025-01-26,0.722,High,No
CL02816,Quantum Services,Education,East,Basic,Referral,19,6,29.5,6,23,1078.03,2025-06-30,0.829,High,No
CL02817,Orion Technologies,Retail,South,Premium,Inbound,23,24,39.1,16,28,4314.91,2024-09-13,0.642,High,Yes
CL02818,Pioneer Solutions,IT Services,Central,Enterprise,Inbound,6,12,90.7,1,21,9350.21,2024-06-12,0.077,Low,Yes
CL02819,Orion Manufacturing,IT Services,Central,Standard,Event,31,12,55.1,6,114,3062.86,2025-12-30,0.932,High,No
CL02820,Omni Industries,Healthcare,East,Standard,Outbound,7,24,87.2,3,5,3041.92,2025-08-04,0.019,Low,Yes
CL02821,Sky Services,Energy,South,Basic,Event,12,3,29.1,4,11,1424.54,2026-01-15,0.741,High,No
CL02822,Blue Industries,Manufacturing,South,Premium,Outbound,32,24,64.1,6,33,3490.63,2025-10-08,0.159,Low,Yes
CL02823,Nova Solutions,Logistics,South,Basic,Partner,23,6,44.6,3,14,1600.61,2024-08-12,0.45,High,No
CL02824,Apex Systems,Manufacturing,West,Premium,Inbound,47,24,49.8,4,8,4023.39,2025-07-22,0.1,Low,Yes
CL02825,Prime Logistics,Healthcare,South,Enterprise,Referral,3,24,78.3,6,45,9113.41,2025-04-10,0.193,Medium,Yes
CL02826,Nova Healthcare,Telecom,West,Basic,Partner,15,12,40.4,7,28,1189.93,2024-09-16,0.741,High,Yes
CL02827,Vertex Enterprises,Education,Central,Premium,Outbound,24,24,56.4,6,22,4788.8,2025-11-20,0.206,Medium,Yes
CL02828,Green Technologies,IT Services,South,Basic,Referral,17,12,55.1,2,4,1142.53,2025-09-18,0.189,Medium,Yes
CL02829,Sky Manufacturing,Retail,East,Standard,Outbound,31,6,39.2,2,19,2252.36,2024-05-30,0.32,Medium,Yes
CL02830,Green Technologies,IT Services,North,Basic,Inbound,27,6,44.3,8,10,2511.97,2025-04-18,0.519,High,Yes
CL02831,Blue Industries,Retail,North,Standard,Outbound,23,12,67.5,4,9,1454.18,2025-09-09,0.151,Low,Yes
CL02832,Green Manufacturing,Logistics,South,Basic,Referral,15,6,29.5,5,56,963.87,2024-06-23,0.924,High,No
CL02833,Nova Logistics,IT Services,North,Standard,Referral,33,12,52.4,1,7,3464.2,2026-02-20,0.086,Low,Yes
CL02834,Apex Manufacturing,Manufacturing,Central,Standard,Inbound,12,12,79.1,3,16,2471.58,2025-05-13,0.108,Low,Yes
CL02835,Orion Healthcare,Healthcare,North,Standard,Inbound,18,6,57.7,5,18,2955.89,2025-11-17,0.514,High,No
CL02836,Nova Services,Energy,South,Premium,Outbound,26,24,54.9,8,11,3077.74,2025-03-31,0.179,Low,No
CL02837,Crest Industries,Construction,East,Enterprise,Referral,16,12,78.6,5,6,7297.45,2024-10-09,0.114,Low,Yes
CL02838,Orion Solutions,IT Services,West,Standard,Inbound,30,6,49.2,7,16,2600.84,2025-10-28,0.317,Medium,Yes
CL02839,Blue Logistics,Education,South,Basic,Partner,24,6,14.2,5,24,1038.97,2025-01-18,0.886,High,No
CL02840,Nova Enterprises,Healthcare,Central,Standard,Partner,12,6,68.5,6,24,2613.53,2025-04-27,0.344,Medium,No
CL02841,Pioneer Enterprises,Healthcare,East,Enterprise,Event,45,48,60.8,3,23,4781.37,2025-04-22,0.021,Low,Yes
CL02842,Crest Solutions,Education,South,Premium,Referral,9,36,89.4,9,8,3242.07,2024-04-10,0.024,Low,Yes
CL02843,Prime Networks,Energy,North,Standard,Marketplace,20,12,43.1,1,6,3662.82,2024-10-31,0.249,Medium,No
CL02844,Green Technologies,Construction,South,Basic,Outbound,18,12,57.6,1,23,1008.47,2024-10-27,0.399,High,Yes
CL02845,Pioneer Industries,Finance,West,Standard,Marketplace,12,24,37.6,10,6,2125.49,2024-03-29,0.266,Medium,Yes
CL02846,Sky Systems,Healthcare,East,Standard,Outbound,33,12,64.3,4,27,2171.72,2024-05-13,0.188,Medium,Yes
CL02847,Quantum Labs,Education,West,Enterprise,Inbound,23,36,76.0,4,9,9149.81,2025-04-18,0.022,Low,No
CL02848,Omni Services,Manufacturing,East,Enterprise,Outbound,46,24,83.1,2,31,4387.74,2024-10-19,0.065,Low,Yes
CL02849,Green Logistics,Finance,North,Basic,Outbound,20,6,50.6,7,11,1642.85,2025-02-27,0.459,High,Yes
CL02850,Prime Manufacturing,Healthcare,North,Standard,Event,14,12,46.0,7,17,2768.17,2025-02-13,0.4,High,Yes
CL02851,Omni Enterprises,Logistics,South,Standard,Partner,28,12,37.3,8,12,1923.41,2025-06-18,0.574,High,Yes
CL02852,Pioneer Services,Manufacturing,West,Standard,Marketplace,26,6,50.4,7,5,5180.76,2025-11-08,0.373,High,Yes
CL02853,Pioneer Holdings,Manufacturing,West,Enterprise,Inbound,24,24,75.7,5,8,10453.54,2024-08-10,0.033,Low,Yes
CL02854,Apex Logistics,Energy,South,Standard,Inbound,36,12,43.3,11,10,2639.39,2024-11-16,0.536,High,No
CL02855,Quantum Systems,IT Services,East,Standard,Referral,5,12,59.3,9,7,3539.1,2025-04-08,0.401,High,Yes
CL02856,Nova Industries,Finance,South,Basic,Marketplace,17,12,43.0,3,5,1605.74,2025-08-21,0.284,Medium,Yes
CL02857,Apex Healthcare,Manufacturing,South,Premium,Inbound,32,24,52.1,5,28,4485.91,2024-12-02,0.325,Medium,Yes
CL02858,Crest Technologies,IT Services,South,Premium,Partner,39,12,72.7,6,11,4856.47,2024-09-07,0.107,Low,Yes
CL02859,Quantum Logistics,IT Services,North,Standard,Inbound,36,6,52.8,4,98,2349.77,2025-07-04,0.826,High,No
CL02860,Nova Enterprises,Manufacturing,North,Basic,Inbound,8,6,27.6,8,25,1583.07,2025-06-25,0.914,High,No
CL02861,Vertex Services,Telecom,North,Standard,Marketplace,49,12,64.4,3,7,2570.51,2025-09-01,0.123,Low,Yes
CL02862,Orion Services,Manufacturing,North,Enterprise,Referral,34,24,63.7,3,11,11022.75,2025-02-24,0.052,Low,Yes
CL02863,Blue Labs,Construction,North,Standard,Outbound,12,12,41.5,4,11,2871.02,2024-04-22,0.462,High,Yes
CL02864,Green Manufacturing,Finance,East,Standard,Referral,10,12,54.9,4,12,3511.66,2025-05-01,0.24,Medium,No
CL02865,Quantum Systems,Retail,South,Standard,Partner,8,6,66.5,9,22,2085.22,2024-10-13,0.443,High,No
CL02866,Omni Systems,Finance,Central,Premium,Referral,27,24,68.3,7,13,3789.04,2026-02-24,0.09,Low,Yes
CL02867,Vertex Healthcare,Finance,North,Standard,Referral,11,12,60.3,5,19,2734.85,2025-04-26,0.239,Medium,Yes
CL02868,Prime Labs,Education,South,Basic,Outbound,20,6,29.4,4,15,1036.4,2025-01-14,0.579,High,No
CL02869,Nova Systems,Manufacturing,South,Premium,Inbound,26,24,62.1,6,5,3700.74,2025-09-05,0.146,Low,No
CL02870,Pioneer Healthcare,Healthcare,North,Premium,Inbound,17,12,63.4,4,14,5694.79,2026-02-10,0.09,Low,Yes
CL02871,Apex Logistics,Energy,West,Premium,Referral,23,24,64.5,7,8,5383.48,2025-02-21,0.137,Low,Yes
CL02872,Sky Manufacturing,Construction,North,Enterprise,Marketplace,22,36,65.4,6,24,8702.09,2024-10-25,0.091,Low,Yes
CL02873,Quantum Solutions,Energy,Central,Standard,Marketplace,30,12,65.1,7,17,3609.28,2025-02-12,0.161,Low,Yes
CL02874,Prime Manufacturing,Retail,Central,Basic,Outbound,18,6,30.5,3,6,1228.06,2025-07-17,0.557,High,Yes
CL02875,Nova Enterprises,Education,East,Enterprise,Partner,26,36,49.5,11,5,5192.67,2025-07-02,0.125,Low,Yes
CL02876,Nova Labs,Retail,East,Standard,Inbound,28,12,82.9,2,26,3233.36,2025-08-23,0.136,Low,Yes
CL02877,Orion Healthcare,Retail,East,Premium,Outbound,13,12,58.1,5,3,4502.21,2025-05-24,0.142,Low,Yes
CL02878,Sky Holdings,Manufacturing,South,Premium,Outbound,24,24,78.8,5,34,5393.96,2026-01-23,0.103,Low,Yes
CL02879,Blue Systems,Finance,East,Premium,Inbound,40,24,82.9,1,3,5261.75,2024-11-19,0.018,Low,Yes
CL02880,Pioneer Manufacturing,Manufacturing,North,Basic,Inbound,37,12,47.3,9,14,1038.47,2024-02-27,0.365,High,No
CL02881,Vertex Solutions,Healthcare,North,Premium,Outbound,15,24,61.6,13,39,3180.83,2024-06-15,0.321,Medium,Yes
CL02882,Prime Healthcare,Telecom,South,Premium,Event,41,24,70.4,6,23,5710.63,2024-03-30,0.085,Low,Yes
CL02883,Nova Labs,Manufacturing,East,Premium,Inbound,22,24,47.7,1,19,3696.64,2024-06-17,0.099,Low,Yes
CL02884,Blue Networks,IT Services,Central,Standard,Inbound,39,24,79.9,6,6,3333.93,2024-08-01,0.028,Low,Yes
CL02885,Sky Holdings,IT Services,North,Basic,Referral,28,12,30.8,8,50,801.93,2024-09-12,0.858,High,Yes
CL02886,Crest Manufacturing,Construction,West,Basic,Inbound,15,12,29.0,8,24,1277.04,2024-03-15,0.727,High,No
CL02887,Prime Services,Finance,North,Standard,Outbound,19,12,55.2,8,44,3194.85,2024-09-19,0.539,High,Yes
CL02888,Crest Systems,Retail,South,Standard,Inbound,6,6,48.7,6,8,3467.65,2024-06-14,0.602,High,No
CL02889,Crest Healthcare,Telecom,South,Enterprise,Partner,18,36,69.1,10,9,7958.38,2024-04-29,0.078,Low,Yes
CL02890,Blue Holdings,Telecom,South,Premium,Partner,24,24,83.7,9,5,4453.93,2025-04-26,0.074,Low,Yes
CL02891,Green Systems,Healthcare,North,Premium,Outbound,2,24,75.4,4,7,6372.3,2024-07-16,0.05,Low,No
CL02892,Apex Holdings,Logistics,East,Standard,Partner,12,6,56.9,3,10,3384.79,2024-04-26,0.299,Medium,Yes
CL02893,Vertex Labs,Education,West,Basic,Marketplace,12,6,28.2,14,30,906.08,2024-07-06,0.943,High,No
CL02894,Orion Services,Logistics,South,Enterprise,Inbound,31,24,87.8,7,11,6271.26,2025-11-21,0.038,Low,Yes
CL02895,Pioneer Technologies,IT Services,East,Standard,Referral,35,12,50.4,15,23,2729.66,2025-03-19,0.657,High,No
CL02896,Prime Holdings,Telecom,West,Basic,Partner,25,6,58.8,8,21,1732.94,2025-03-23,0.436,High,Yes
CL02897,Omni Manufacturing,Finance,West,Standard,Referral,3,12,55.3,9,4,3289.84,2024-09-12,0.29,Medium,No
CL02898,Orion Holdings,Manufacturing,East,Enterprise,Event,9,24,87.8,6,16,8032.19,2025-03-09,0.032,Low,Yes
CL02899,Sky Networks,Retail,South,Enterprise,Inbound,22,12,70.6,6,19,14001.27,2025-08-17,0.188,Medium,No
CL02900,Sky Holdings,IT Services,Central,Basic,Inbound,10,6,41.9,8,27,1248.05,2025-05-07,0.801,High,No
CL02901,Prime Networks,IT Services,East,Enterprise,Referral,2,12,92.7,5,10,10412.26,2025-03-25,0.078,Low,Yes
CL02902,Quantum Solutions,Education,South,Standard,Inbound,41,12,74.3,6,52,1532.64,2024-11-18,0.299,Medium,No
CL02903,Omni Manufacturing,IT Services,South,Basic,Marketplace,44,12,59.7,7,44,1121.35,2025-06-01,0.539,High,Yes
CL02904,Crest Solutions,Retail,West,Enterprise,Referral,8,48,82.5,1,5,7416.91,2025-11-13,0.012,Low,Yes
CL02905,Prime Systems,Finance,North,Enterprise,Inbound,20,24,83.1,2,35,10890.73,2024-07-15,0.084,Low,Yes
CL02906,Quantum Labs,IT Services,Central,Premium,Marketplace,16,24,61.9,1,15,2618.16,2025-10-20,0.12,Low,Yes
CL02907,Prime Services,Construction,North,Premium,Inbound,6,12,62.5,3,10,3118.05,2025-02-14,0.099,Low,Yes
CL02908,Pioneer Solutions,Manufacturing,West,Premium,Inbound,31,36,52.0,4,5,2297.4,2026-02-10,0.077,Low,Yes
CL02909,Orion Solutions,Healthcare,South,Premium,Inbound,10,24,68.5,2,14,2839.74,2024-09-05,0.058,Low,Yes
CL02910,Apex Logistics,Healthcare,East,Enterprise,Inbound,18,12,79.3,3,20,13157.31,2024-05-08,0.107,Low,Yes
CL02911,Pioneer Industries,Manufacturing,Central,Premium,Referral,11,24,39.5,11,11,3461.26,2024-06-23,0.393,High,No
CL02912,Crest Healthcare,IT Services,South,Enterprise,Referral,22,24,78.5,3,21,15950.08,2024-03-11,0.038,Low,Yes
CL02913,Green Healthcare,Education,East,Enterprise,Inbound,5,36,75.0,6,34,4968.28,2024-11-19,0.068,Low,Yes
CL02914,Vertex Industries,Construction,North,Basic,Marketplace,21,6,31.0,4,46,1347.96,2024-10-17,0.873,High,No
CL02915,Quantum Enterprises,Manufacturing,North,Enterprise,Referral,18,36,77.3,10,10,8519.19,2025-06-07,0.048,Low,Yes
CL02916,Quantum Logistics,Logistics,South,Standard,Outbound,23,12,36.9,6,24,2384.21,2024-06-24,0.513,High,No
CL02917,Sky Manufacturing,Education,West,Standard,Outbound,13,24,38.7,5,14,1399.44,2025-09-04,0.203,Medium,Yes
CL02918,Omni Holdings,Telecom,North,Premium,Event,40,36,79.4,0,22,3945.4,2024-10-19,0.009,Low,Yes
CL02919,Green Labs,Retail,North,Basic,Outbound,9,6,35.0,14,27,1159.56,2025-11-27,0.841,High,Yes
CL02920,Crest Services,Healthcare,South,Standard,Event,33,12,56.1,1,16,2324.07,2024-07-09,0.287,Medium,No
CL02921,Prime Systems,Healthcare,East,Enterprise,Referral,17,36,67.4,5,15,9380.95,2025-10-01,0.062,Low,Yes
CL02922,Sky Logistics,Logistics,West,Basic,Marketplace,48,12,38.2,4,23,1045.15,2024-07-11,0.549,High,No
CL02923,Quantum Solutions,Telecom,North,Standard,Inbound,19,6,27.4,5,38,2383.34,2024-03-12,0.768,High,Yes
CL02924,Green Holdings,Manufacturing,North,Enterprise,Inbound,29,24,83.2,3,11,8242.77,2024-04-09,0.016,Low,Yes
CL02925,Quantum Industries,Healthcare,Central,Standard,Outbound,26,12,73.7,4,27,3195.79,2025-10-14,0.223,Medium,Yes
CL02926,Pioneer Labs,Energy,South,Standard,Partner,34,12,36.2,4,15,4211.43,2025-03-21,0.427,High,No
CL02927,Crest Manufacturing,Telecom,West,Standard,Referral,20,6,43.7,2,17,2244.96,2024-10-18,0.388,High,Yes
CL02928,Omni Logistics,Construction,Central,Standard,Referral,26,12,52.3,7,15,1235.3,2025-06-09,0.354,High,No
CL02929,Omni Networks,Education,West,Premium,Inbound,18,24,77.7,5,6,4259.81,2024-11-28,0.112,Low,Yes
CL02930,Omni Systems,Healthcare,North,Premium,Event,40,24,64.0,8,4,5946.05,2025-10-17,0.079,Low,Yes
CL02931,Crest Healthcare,Finance,West,Standard,Partner,12,12,39.2,9,11,2031.43,2025-08-26,0.392,High,Yes
CL02932,Pioneer Systems,Logistics,West,Premium,Inbound,30,12,62.5,12,11,5697.75,2025-02-01,0.263,Medium,Yes
CL02933,Orion Services,IT Services,East,Standard,Inbound,39,24,43.6,1,22,2993.84,2024-03-06,0.132,Low,Yes
CL02934,Sky Holdings,Finance,South,Standard,Referral,17,24,46.0,9,32,1995.83,2025-03-12,0.456,High,Yes
CL02935,Apex Labs,Logistics,South,Premium,Event,22,24,61.4,7,8,2057.59,2024-12-02,0.162,Low,No
CL02936,Sky Labs,Manufacturing,North,Premium,Partner,21,36,51.8,12,10,3330.42,2025-05-05,0.176,Low,Yes
CL02937,Nova Enterprises,Education,East,Premium,Inbound,20,12,50.7,7,22,4695.24,2024-06-23,0.349,Medium,Yes
CL02938,Blue Labs,Finance,East,Basic,Inbound,12,12,39.9,13,21,1207.52,2025-06-26,0.817,High,No
CL02939,Apex Manufacturing,Construction,South,Basic,Marketplace,9,3,34.6,10,10,1129.39,2024-07-26,0.863,High,No
CL02940,Vertex Logistics,IT Services,South,Standard,Event,40,12,38.9,11,20,1731.54,2026-02-11,0.569,High,No
CL02941,Blue Technologies,Manufacturing,South,Standard,Inbound,1,12,55.8,10,9,2962.14,2025-10-16,0.52,High,Yes
CL02942,Sky Networks,Finance,East,Premium,Outbound,39,24,61.4,7,21,4295.62,2024-07-08,0.093,Low,Yes
CL02943,Apex Industries,Manufacturing,Central,Basic,Inbound,28,6,44.6,4,62,1553.15,2025-03-30,0.867,High,Yes
CL02944,Pioneer Holdings,Logistics,North,Premium,Inbound,55,24,74.4,7,20,3007.62,2025-01-24,0.091,Low,Yes
CL02945,Nova Services,Education,South,Standard,Inbound,27,12,41.5,7,40,1322.97,2025-10-10,0.709,High,No
CL02946,Quantum Manufacturing,IT Services,North,Standard,Outbound,11,24,63.4,7,5,3203.55,2025-08-20,0.171,Low,No
CL02947,Prime Services,Finance,East,Standard,Inbound,28,12,44.0,5,20,3349.31,2024-09-30,0.444,High,No
CL02948,Prime Healthcare,Finance,West,Basic,Inbound,10,6,54.9,3,27,1198.13,2024-11-18,0.37,High,Yes
CL02949,Quantum Healthcare,Healthcare,Central,Enterprise,Inbound,17,24,64.4,5,4,15916.52,2024-04-10,0.056,Low,Yes
CL02950,Omni Technologies,Energy,South,Basic,Outbound,26,12,38.2,8,26,1334.4,2025-04-16,0.74,High,No
CL02951,Pioneer Technologies,Telecom,Central,Standard,Partner,14,12,52.7,6,21,2574.08,2025-09-03,0.355,High,Yes
CL02952,Blue Healthcare,Logistics,North,Enterprise,Inbound,29,24,62.8,1,3,9061.05,2024-12-28,0.034,Low,Yes
CL02953,Pioneer Solutions,Logistics,East,Premium,Referral,18,24,75.8,10,14,4518.32,2026-01-17,0.133,Low,Yes
CL02954,Quantum Enterprises,Retail,North,Standard,Outbound,26,12,42.6,7,20,3017.35,2024-06-06,0.54,High,No
CL02955,Green Labs,Energy,Central,Standard,Event,10,12,28.6,5,27,2168.97,2025-12-08,0.678,High,No
CL02956,Quantum Technologies,Logistics,East,Premium,Partner,21,24,30.4,8,5,4120.28,2024-03-13,0.253,Medium,Yes
CL02957,Blue Holdings,Education,West,Enterprise,Outbound,11,24,59.5,4,2,6793.92,2025-12-24,0.087,Low,Yes
CL02958,Sky Networks,Telecom,West,Enterprise,Marketplace,15,24,93.5,3,13,9507.77,2024-10-07,0.015,Low,Yes
CL02959,Crest Industries,Manufacturing,North,Standard,Referral,23,6,66.1,6,12,3670.04,2024-05-17,0.326,Medium,Yes
CL02960,Quantum Systems,Telecom,North,Enterprise,Marketplace,14,24,68.4,7,26,8682.53,2026-02-18,0.155,Low,Yes
CL02961,Sky Systems,Manufacturing,Central,Basic,Outbound,20,6,31.5,9,77,1165.78,2025-08-23,0.974,High,No
CL02962,Vertex Solutions,Healthcare,South,Basic,Referral,18,12,31.4,6,36,1262.49,2025-03-20,0.776,High,No
CL02963,Quantum Manufacturing,Healthcare,North,Enterprise,Inbound,20,36,58.0,6,32,8141.25,2024-12-10,0.12,Low,Yes
CL02964,Prime Labs,Construction,South,Basic,Outbound,15,12,20.6,4,14,1032.84,2024-08-31,0.635,High,Yes
CL02965,Omni Systems,Telecom,East,Basic,Inbound,15,3,51.8,5,33,1484.54,2025-05-08,0.429,High,Yes
CL02966,Omni Holdings,Logistics,North,Standard,Partner,33,6,59.0,5,9,2435.51,2025-01-19,0.18,Medium,Yes
CL02967,Crest Services,Education,South,Standard,Event,26,24,51.3,5,31,2091.36,2025-03-02,0.215,Medium,No
CL02968,Nova Manufacturing,Finance,North,Premium,Inbound,19,24,50.0,14,18,5467.89,2025-01-29,0.316,Medium,Yes
CL02969,Vertex Technologies,Construction,South,Premium,Inbound,10,12,60.2,11,28,4705.95,2025-06-09,0.505,High,No
CL02970,Blue Services,Retail,Central,Standard,Referral,31,12,22.4,5,8,2927.36,2026-01-01,0.538,High,Yes
CL02971,Nova Networks,Healthcare,Central,Standard,Referral,10,12,62.1,3,27,3208.91,2026-01-22,0.305,Medium,Yes
CL02972,Pioneer Networks,Manufacturing,East,Enterprise,Inbound,4,36,76.1,6,27,9233.29,2025-10-28,0.044,Low,Yes
CL02973,Sky Labs,Education,North,Premium,Referral,6,12,43.9,4,17,2676.43,2024-09-09,0.492,High,No
CL02974,Crest Systems,Education,Central,Standard,Partner,38,12,67.4,6,20,1729.02,2024-08-25,0.222,Medium,No
CL02975,Pioneer Technologies,Healthcare,East,Enterprise,Inbound,25,36,52.4,5,9,7559.78,2025-04-23,0.031,Low,Yes
CL02976,Apex Labs,IT Services,North,Premium,Referral,22,36,74.4,2,63,4192.81,2026-02-07,0.102,Low,Yes
CL02977,Apex Systems,Telecom,Central,Basic,Inbound,11,12,46.7,2,25,1110.6,2025-04-04,0.428,High,Yes
CL02978,Crest Healthcare,IT Services,West,Basic,Referral,37,6,26.1,5,19,1093.99,2024-05-18,0.726,High,No
CL02979,Omni Systems,Logistics,West,Basic,Inbound,20,6,37.5,6,17,846.67,2025-11-19,0.567,High,No
CL02980,Pioneer Logistics,Construction,West,Premium,Partner,10,24,39.4,6,9,3360.97,2025-08-25,0.148,Low,Yes
CL02981,Apex Healthcare,Retail,North,Basic,Inbound,22,6,0.8,9,30,1186.22,2024-08-19,0.959,High,No
CL02982,Omni Industries,Manufacturing,North,Standard,Referral,39,24,38.2,4,28,2176.13,2025-05-31,0.304,Medium,Yes
CL02983,Omni Enterprises,Logistics,West,Basic,Partner,17,12,30.6,5,29,1087.66,2024-08-08,0.684,High,No
CL02984,Omni Logistics,Telecom,North,Enterprise,Referral,15,12,84.7,4,40,9885.95,2025-01-02,0.216,Medium,Yes
CL02985,Green Healthcare,Finance,South,Standard,Partner,6,6,54.8,6,7,3227.78,2024-08-17,0.278,Medium,No
CL02986,Crest Manufacturing,Construction,West,Enterprise,Inbound,51,36,70.1,7,12,7605.02,2025-05-07,0.039,Low,Yes
CL02987,Apex Services,IT Services,West,Enterprise,Inbound,17,24,65.8,3,2,9928.18,2024-10-05,0.069,Low,Yes
CL02988,Orion Manufacturing,Finance,South,Basic,Event,25,3,32.6,8,21,1692.91,2024-06-28,0.859,High,Yes
CL02989,Prime Solutions,Logistics,West,Standard,Partner,5,12,41.8,8,25,2071.96,2024-04-10,0.688,High,Yes
CL02990,Vertex Networks,Telecom,West,Basic,Referral,16,12,25.3,7,8,1739.94,2025-06-02,0.579,High,No
CL02991,Crest Networks,Manufacturing,East,Enterprise,Outbound,24,12,65.9,5,4,7475.52,2025-05-07,0.097,Low,Yes
CL02992,Sky Systems,Telecom,South,Standard,Event,8,12,55.9,2,5,2419.75,2024-07-18,0.223,Medium,Yes
CL02993,Vertex Technologies,Finance,South,Basic,Referral,15,3,32.1,1,6,802.52,2024-02-29,0.653,High,No
CL02994,Crest Systems,Healthcare,South,Basic,Inbound,30,3,33.1,4,42,1126.87,2024-06-05,0.788,High,No
CL02995,Crest Systems,IT Services,North,Standard,Partner,30,12,64.3,9,6,1896.32,2024-10-06,0.158,Low,Yes
CL02996,Crest Manufacturing,Telecom,South,Enterprise,Inbound,30,12,71.0,6,25,12528.77,2025-03-14,0.194,Medium,No
CL02997,Quantum Enterprises,IT Services,North,Premium,Partner,28,24,52.0,2,11,5553.73,2025-12-04,0.1,Low,Yes
CL02998,Omni Services,Healthcare,South,Enterprise,Partner,21,48,80.8,6,7,6974.85,2024-07-29,0.013,Low,Yes
CL02999,Pioneer Holdings,Manufacturing,Central,Standard,Partner,17,12,54.2,6,21,2144.93,2024-08-02,0.469,High,No
CL03000,Sky Healthcare,Telecom,North,Basic,Event,29,6,43.9,8,17,927.56,2025-11-04,0.633,High,No
CL03001,Crest Solutions,Logistics,West,Enterprise,Inbound,6,24,82.5,6,7,6549.47,2025-03-04,0.043,Low,Yes
CL03002,Vertex Technologies,Education,West,Basic,Inbound,19,3,38.5,11,3,1187.91,2025-07-15,0.773,High,No
CL03003,Green Systems,Manufacturing,North,Enterprise,Inbound,30,24,73.3,7,7,11200.66,2024-11-06,0.056,Low,Yes
CL03004,Nova Industries,Logistics,Central,Standard,Partner,38,12,81.7,7,13,2285.18,2025-10-31,0.124,Low,Yes
CL03005,Vertex Logistics,Finance,East,Basic,Event,30,6,23.6,9,20,1425.33,2025-01-20,0.868,High,No
CL03006,Quantum Manufacturing,Telecom,South,Premium,Outbound,29,12,60.0,4,16,4735.34,2025-12-17,0.165,Low,Yes
CL03007,Green Systems,Energy,West,Enterprise,Outbound,14,24,82.6,3,6,7576.66,2024-12-15,0.03,Low,Yes
CL03008,Crest Solutions,IT Services,South,Enterprise,Marketplace,37,48,79.7,5,17,9072.94,2025-10-09,0.018,Low,Yes
CL03009,Omni Networks,Logistics,West,Basic,Inbound,27,6,47.1,6,27,1107.03,2024-04-07,0.592,High,No
CL03010,Crest Healthcare,IT Services,North,Basic,Referral,24,12,43.0,15,47,1540.49,2025-07-09,0.904,High,No
CL03011,Apex Logistics,Finance,West,Premium,Partner,31,36,82.5,6,22,4467.97,2024-06-09,0.023,Low,Yes
